ORF code	Gene name	dN	dS	dN/dS
YEL058W	PCM1	0.039	0.385	0.101
YNL232W	CSL4	0.039	0.412	0.095
YGL124C	MON1	0.039	0.349	0.112
YAL018C		0.039	0.389	0.101
YHR155W	YSP1	0.039	0.403	0.097
YBL090W	MRP21	0.039	0.377	0.104
YDR176W	NGG1	0.039	0.373	0.105
YDL141W	BPL1	0.039	0.271	0.145
YOR368W	RAD17	0.039	0.381	0.103
YNL292W	PUS4	0.039	0.327	0.120
YLR295C	ATP14	0.039	0.456	0.086
YGL172W	NUP49	0.039	0.383	0.103
YKL178C	STE3	0.039	0.379	0.104
YER111C	SWI4	0.039	0.377	0.104
YOR190W	SPR1	0.039	0.329	0.120
YNL027W	CRZ1	0.039	0.383	0.103
YDR083W	RRP8	0.039	0.296	0.133
YDL042C	SIR2	0.039	0.280	0.141
YEL043W		0.039	0.359	0.110
YJL129C	TRK1	0.039	0.404	0.098
YKL073W	LHS1	0.039	0.343	0.115
YFR036W	CDC26	0.039	0.527	0.075
YLR387C	REH1	0.040	0.402	0.098
YOL112W	MSB4	0.040	0.278	0.142
YDL070W	BDF2	0.040	0.232	0.171
YCL048W	SPS22	0.040	0.276	0.144
YIR005W	IST3	0.040	0.348	0.114
YDL150W	RPC53	0.040	0.365	0.109
YFL010C	WWM1	0.040	0.311	0.127
YPR129W	SCD6	0.040	0.452	0.088
YPR117W		0.040	0.379	0.105
YER159C	BUR6	0.040	0.361	0.110
YGL061C	DUO1	0.040	0.371	0.107
YMR285C	NGL2	0.040	0.442	0.090
YPR188C	MLC2	0.040	0.251	0.158
YPR042C	PUF2	0.040	0.410	0.097
YAL043C	PTA1	0.040	0.302	0.132
YMR168C	CEP3	0.040	0.350	0.114
YDR253C	MET32	0.040	0.258	0.154
YJL194W	CDC6	0.040	0.358	0.112
YOR079C	ATX2	0.040	0.334	0.120
YLR067C	PET309	0.040	0.376	0.106
YDR060W	MAK21	0.040	0.412	0.097
YDR272W	GLO2	0.040	0.390	0.102
YOL132W	GAS4	0.040	0.419	0.095
YIL119C	RPI1	0.040	0.341	0.117
YBL061C	SKT5	0.040	0.360	0.111
YOL122C	SMF1	0.040	0.576	0.069
YDR148C	KGD2	0.040	0.446	0.090
YLR312W-A	MRPL15	0.040	0.261	0.153
YOR330C	MIP1	0.040	0.335	0.120
YGL079W		0.040	0.432	0.093
YPL155C	KIP2	0.040	0.352	0.114
YER022W	SRB4	0.040	0.360	0.111
YPL227C	ALG5	0.040	0.259	0.154
YNL074C	MLF3	0.040	0.275	0.146
YLR449W	FPR4	0.040	0.289	0.139
YDR425W	SNX41	0.040	0.338	0.118
YJR080C	FMP26	0.040	0.249	0.161
YJL204C	RCY1	0.040	0.395	0.101
YBR217W	ATG12	0.040	0.491	0.082
YDR122W	KIN1	0.040	0.416	0.096
YNR067C	DSE4	0.040	0.259	0.155
YMR021C	MAC1	0.040	0.354	0.114
YBR155W	CNS1	0.040	0.368	0.109
YPR066W	UBA3	0.040	0.403	0.100
YER087W		0.040	0.335	0.120
YLR443W	ECM7	0.040	0.273	0.147
YDR479C	PEX29	0.040	0.354	0.114
YLR039C	RIC1	0.040	0.348	0.115
YBR205W	KTR3	0.040	0.345	0.117
YMR221C	FMP42	0.040	0.482	0.084
YJL092W	SRS2	0.040	0.474	0.085
YOL110W	SHR5	0.040	0.196	0.205
YJL158C	CIS3	0.040	0.296	0.137
YPL243W	SRP68	0.040	0.304	0.133
YKL112W	ABF1	0.040	0.338	0.120
YMR068W	AVO2	0.040	0.441	0.092
YLR164W		0.040	0.308	0.131
YBR158W	AMN1	0.040	0.436	0.093
YDR470C	UGO1	0.041	0.332	0.122
YBL035C	POL12	0.041	0.465	0.087
YNL049C	SFB2	0.041	0.438	0.092
YJL058C	BIT61	0.041	0.365	0.111
YDR061W		0.041	0.373	0.108
YJL048C	UBX6	0.041	0.446	0.091
YPR189W	SKI3	0.041	0.394	0.103
YNL094W	APP1	0.041	0.362	0.112
YDL194W	SNF3	0.041	0.435	0.093
YJR093C	FIP1	0.041	0.406	0.100
YCL036W	GFD2	0.041	0.336	0.121
YEL042W	GDA1	0.041	0.451	0.090
YGR056W	RSC1	0.041	0.371	0.110
YPR155C	NCA2	0.041	0.347	0.117
YNL039W	BDP1	0.041	0.478	0.085
YOR367W	SCP1	0.041	0.363	0.112
YLR074C	BUD20	0.041	0.294	0.139
YLR148W	PEP3	0.041	0.341	0.120
YBR004C	GPI18	0.041	0.346	0.118
YOR231W	MKK1	0.041	0.330	0.123
YPR161C	SGV1	0.041	0.368	0.111
YJL207C	LAA1	0.041	0.370	0.110
YNL294C	RIM21	0.041	0.377	0.108
YBR225W		0.041	0.396	0.103
YOR391C	HSP33	0.041	0.464	0.088
YOL142W	RRP40	0.041	0.219	0.187
YGR095C	RRP46	0.041	0.287	0.143
YAL032C	PRP45	0.041	0.327	0.125
YCR044C	PER1	0.041	0.489	0.084
YPL016W	SWI1	0.041	0.334	0.122
YBR139W		0.041	0.541	0.076
YKL193C	SDS22	0.041	0.403	0.102
YDR519W	FPR2	0.041	0.352	0.116
YPR135W	CTF4	0.041	0.373	0.110
YDR499W	LCD1	0.041	0.383	0.107
YBL031W	SHE1	0.041	0.278	0.148
YPR141C	KAR3	0.041	0.343	0.120
YDR081C	PDC2	0.041	0.427	0.096
YBR264C	YPT10	0.041	0.333	0.123
YER080W	FMP29	0.041	0.313	0.132
YNL127W	FAR11	0.041	0.351	0.118
YLR419W		0.041	0.384	0.107
YPL104W	MSD1	0.041	0.309	0.133
YLL027W	ISA1	0.041	0.354	0.116
YOR220W	RCN2	0.041	0.271	0.152
YPL054W	LEE1	0.041	0.406	0.102
YNL284C	MRPL10	0.041	0.453	0.091
YJL125C	GCD14	0.041	0.312	0.133
YBR213W	MET8	0.041	0.323	0.128
YDR004W	RAD57	0.041	0.344	0.120
YOR269W	PAC1	0.041	0.314	0.132
YIL123W	SIM1	0.041	0.365	0.113
YMR159C	ATG16	0.041	0.288	0.144
YDR204W	COQ4	0.042	0.302	0.137
YIL147C	SLN1	0.042	0.440	0.094
YER005W	YND1	0.042	0.334	0.124
YLR023C	IZH3	0.042	0.316	0.131
YCR088W	ABP1	0.042	0.296	0.140
YBR097W	VPS15	0.042	0.385	0.108
YPL018W	CTF19	0.042	0.310	0.134
YGL049C	TIF4632	0.042	0.388	0.107
YBL057C	PTH2	0.042	0.422	0.099
YOR307C	SLY41	0.042	0.324	0.129
YGR199W	PMT6	0.042	0.342	0.122
YBR067C	TIP1	0.042	0.289	0.145
YHR085W	IPI1	0.042	0.478	0.087
YHR120W	MSH1	0.042	0.460	0.091
YBR210W	ERV15	0.042	0.397	0.105
YMR106C	YKU80	0.042	0.226	0.185
YOR232W	MGE1	0.042	0.244	0.172
YGL181W	GTS1	0.042	0.544	0.077
YPR045C	MNI2	0.042	0.246	0.170
YER150W	SPI1	0.042	0.316	0.133
YHR070W	TRM5	0.042	0.344	0.122
YOR279C	RFM1	0.042	0.480	0.087
YPR180W	AOS1	0.042	0.400	0.105
YBL006C	LDB7	0.042	0.452	0.093
YHR086W	NAM8	0.042	0.375	0.112
YGL119W	ABC1	0.042	0.319	0.132
YBL047C	EDE1	0.042	0.386	0.109
YLR182W	SWI6	0.042	0.342	0.123
YOR288C	MPD1	0.042	0.359	0.117
YGL215W	CLG1	0.042	0.321	0.131
YPL132W	COX11	0.042	0.474	0.089
YDL207W	GLE1	0.042	0.330	0.128
YDR323C	PEP7	0.042	0.322	0.131
YMR140W	SIP5	0.042	0.405	0.104
YPL115C	BEM3	0.042	0.400	0.105
YGL006W	PMC1	0.042	0.378	0.112
YFR042W	KEG1	0.042	0.344	0.123
YNL304W	YPT11	0.042	0.298	0.142
YOR353C	SOG2	0.042	0.376	0.112
YJR125C	ENT3	0.042	0.387	0.109
YGR248W	SOL4	0.042	0.536	0.079
YGR234W	YHB1	0.042	0.357	0.119
YNL012W	SPO1	0.042	0.413	0.102
YNL308C	KRI1	0.042	0.539	0.079
YIL130W	ASG1	0.042	0.323	0.131
YDR264C	AKR1	0.042	0.404	0.105
YDR410C	STE14	0.042	0.470	0.090
YIR004W	DJP1	0.042	0.401	0.106
YDR073W	SNF11	0.042	0.214	0.198
YNL137C	NAM9	0.043	0.318	0.134
YLR405W	DUS4	0.043	0.324	0.131
YCL063W	VAC17	0.043	0.265	0.160
YDR322C-A	TIM11	0.043	0.346	0.123
YKR061W	KTR2	0.043	0.255	0.167
YDR405W	MRP20	0.043	0.478	0.089
YDR511W	ACN9	0.043	0.372	0.114
YLR254C	NDL1	0.043	0.307	0.139
YOR373W	NUD1	0.043	0.293	0.146
YGL236C	MTO1	0.043	0.364	0.117
YKL185W	ASH1	0.043	0.384	0.111
YGL129C	RSM23	0.043	0.338	0.126
YER004W	FMP52	0.043	0.398	0.107
YNL077W	APJ1	0.043	0.385	0.111
YLL035W	GRC3	0.043	0.417	0.103
YDL115C	IWR1	0.043	0.362	0.118
YOR018W	ROD1	0.043	0.306	0.139
YIL085C	KTR7	0.043	0.335	0.128
YKL019W	RAM2	0.043	0.349	0.122
YPL024W	RMI1	0.043	0.241	0.177
YHL020C	OPI1	0.043	0.469	0.091
YPL189W	GUP2	0.043	0.351	0.122
YHR133C	NSG1	0.043	0.436	0.098
YPR003C		0.043	0.391	0.110
YMR112C	MED11	0.043	0.328	0.131
YNL005C	MRP7	0.043	0.446	0.096
YIL132C	CSM2	0.043	0.259	0.166
YDR334W	SWR1	0.043	0.414	0.104
YDL049C	KNH1	0.043	0.440	0.098
YLR200W	YKE2	0.043	0.270	0.160
YIL027C	KRE27	0.043	0.268	0.161
YDL040C	NAT1	0.043	0.326	0.132
YGR007W	MUQ1	0.043	0.425	0.101
YJL062W	LAS21	0.043	0.382	0.113
YIL097W	FYV10	0.043	0.259	0.166
YBL089W	AVT5	0.043	0.373	0.115
YNL004W	HRB1	0.043	0.290	0.148
YOR371C	GPB1	0.043	0.392	0.110
YNL128W	TEP1	0.043	0.381	0.113
YHR040W	BCD1	0.043	0.402	0.107
YER174C	GRX4	0.043	0.330	0.130
YDL122W	UBP1	0.043	0.365	0.118
YML081W		0.043	0.404	0.107
YCR075C	ERS1	0.043	0.307	0.140
YDL153C	SAS10	0.043	0.383	0.113
YJR042W	NUP85	0.043	0.303	0.143
YOR315W	SFG1	0.043	0.313	0.138
YGR197C	SNG1	0.043	0.311	0.139
YGL240W	DOC1	0.043	0.315	0.137
YNL076W	MKS1	0.043	0.297	0.146
YBR095C	RXT2	0.043	0.350	0.124
YNL053W	MSG5	0.043	0.269	0.161
YDR252W	BTT1	0.043	0.473	0.092
YML002W		0.044	0.323	0.135
YLR115W	CFT2	0.044	0.317	0.137
YDR195W	REF2	0.044	0.244	0.178
YBR203W	COS111	0.044	0.386	0.113
YDR260C	SWM1	0.044	0.215	0.202
YPL032C	SVL3	0.044	0.340	0.128
YDR380W	ARO10	0.044	0.338	0.129
YLR116W	MSL5	0.044	0.480	0.091
YOR180C	DCI1	0.044	0.466	0.094
YAL010C	MDM10	0.044	0.350	0.125
YDR052C	DBF4	0.044	0.294	0.149
YIL122W	POG1	0.044	0.273	0.160
YBR280C	SAF1	0.044	0.415	0.105
YBL008W	HIR1	0.044	0.385	0.113
YBR151W	APD1	0.044	0.440	0.099
YDR402C	DIT2	0.044	0.548	0.080
YMR113W	FOL3	0.044	0.347	0.126
YMR160W		0.044	0.404	0.108
YCR020C-A	MAK31	0.044	0.370	0.118
YLR024C	UBR2	0.044	0.404	0.108
YOL007C	CSI2	0.044	0.501	0.087
YDR365C	ESF1	0.044	0.354	0.124
YOL043C	NTG2	0.044	0.410	0.107
YLR427W	MAG2	0.044	0.317	0.139
YOR227W		0.044	0.388	0.113
YOL019W		0.044	0.361	0.122
YBR162W-A	YSY6	0.044	0.164	0.269
YJR148W	BAT2	0.044	0.334	0.132
YBR018C	GAL7	0.044	0.553	0.080
YOR273C	TPO4	0.044	0.345	0.127
YDR333C		0.044	0.438	0.100
YDR289C	RTT103	0.044	0.372	0.118
YCR082W	AHC2	0.044	0.237	0.185
YMR128W	ECM16	0.044	0.404	0.109
YNL175C	NOP13	0.044	0.254	0.174
YOR274W	MOD5	0.044	0.459	0.096
YMR115W	FMP24	0.044	0.394	0.112
YML113W	DAT1	0.044	0.257	0.171
YLR382C	NAM2	0.044	0.365	0.121
YLR015W	BRE2	0.044	0.407	0.109
YNL253W	TEX1	0.044	0.414	0.107
YOR381W	FRE3	0.044	0.404	0.110
YKR072C	SIS2	0.044	0.406	0.109
YDR349C	YPS7	0.044	0.385	0.115
YDL103C	QRI1	0.044	0.296	0.150
YGL014W	PUF4	0.044	0.403	0.110
YPR124W	CTR1	0.044	0.480	0.093
YLR423C	ATG17	0.044	0.398	0.112
YIL044C	AGE2	0.044	0.298	0.149
YML088W	UFO1	0.045	0.360	0.124
YLR073C		0.045	0.276	0.161
YBR059C	AKL1	0.045	0.421	0.106
YOR298W	MUM3	0.045	0.343	0.130
YGL023C	PIB2	0.045	0.416	0.107
YDR178W	SDH4	0.045	0.282	0.158
YLR105C	SEN2	0.045	0.325	0.137
YKL201C	MNN4	0.045	0.385	0.116
YLR213C	CRR1	0.045	0.353	0.126
YFL017C	GNA1	0.045	0.307	0.146
YLR033W	RSC58	0.045	0.317	0.141
YNL047C	SLM2	0.045	0.360	0.124
YDL116W	NUP84	0.045	0.419	0.107
YJL139C	YUR1	0.045	0.414	0.108
YJL206C		0.045	0.451	0.099
YER014W	HEM14	0.045	0.427	0.105
YAL024C	LTE1	0.045	0.372	0.120
YPL165C	Sep-06	0.045	0.296	0.151
YNL164C	IBD2	0.045	0.339	0.132
YOL041C	NOP12	0.045	0.391	0.115
YOR299W	BUD7	0.045	0.337	0.133
YPL140C	MKK2	0.045	0.393	0.114
YDR332W	IRC3	0.045	0.313	0.144
YML060W	OGG1	0.045	0.359	0.125
YIL001W		0.045	0.334	0.135
YOR137C	SIA1	0.045	0.451	0.100
YMR190C	SGS1	0.045	0.374	0.121
YDL224C	WHI4	0.045	0.302	0.149
YJR035W	RAD26	0.045	0.399	0.113
YBR058C	UBP14	0.045	0.538	0.084
YER050C	RSM18	0.045	0.472	0.095
YNL282W	POP3	0.045	0.318	0.142
YHR111W	UBA4	0.045	0.484	0.093
YPL187W	MF(ALPHA)1	0.045	0.509	0.089
YNL223W	ATG4	0.045	0.329	0.138
YGR015C		0.045	0.341	0.133
YIL150C	MCM10	0.045	0.384	0.118
YIR007W		0.045	0.289	0.157
YGL126W	SCS3	0.045	0.324	0.140
YJR057W	CDC8	0.045	0.394	0.115
YLR223C	IFH1	0.045	0.448	0.101
YLR106C	MDN1	0.045	0.401	0.113
YGR261C	APL6	0.045	0.296	0.153
YJR102C	VPS25	0.045	0.426	0.107
YPL195W	APL5	0.046	0.353	0.129
YMR073C	IRC21	0.046	0.264	0.173
YDL033C	SLM3	0.046	0.408	0.112
YOR377W	ATF1	0.046	0.319	0.143
YML021C	UNG1	0.046	0.348	0.131
YIR025W	MND2	0.046	0.336	0.135
YPL137C	GIP3	0.046	0.455	0.100
YKL075C		0.046	0.308	0.148
YDR465C	RMT2	0.046	0.307	0.149
YJR006W	POL31	0.046	0.386	0.118
YIL128W	MET18	0.046	0.355	0.129
YLR141W	RRN5	0.046	0.212	0.216
YKL043W	PHD1	0.046	0.310	0.147
YOL095C	HMI1	0.046	0.366	0.125
YLR191W	PEX13	0.046	0.384	0.119
YKL088W		0.046	0.470	0.097
YDR322W	MRPL35	0.046	0.299	0.153
YOR147W	MDM32	0.046	0.285	0.161
YAL002W	VPS8	0.046	0.341	0.134
YOR358W	HAP5	0.046	0.334	0.137
YDR354W	TRP4	0.046	0.362	0.127
YDR329C	PEX3	0.046	0.374	0.123
YNR010W	CSE2	0.046	0.305	0.150
YMR182C	RGM1	0.046	0.216	0.213
YKL026C	GPX1	0.046	0.424	0.108
YEL059C-A	SOM1	0.046	0.217	0.212
YIL157C	COA1	0.046	0.345	0.133
YNL270C	ALP1	0.046	0.378	0.122
YKL184W	SPE1	0.046	0.431	0.107
YHR047C	AAP1	0.046	0.443	0.104
YDR028C	REG1	0.046	0.406	0.113
YLL018C-A	COX19	0.046	0.449	0.103
YDR505C	PSP1	0.046	0.393	0.117
YHR028C	DAP2	0.046	0.318	0.145
YNR033W	ABZ1	0.046	0.357	0.129
YNL172W	APC1	0.046	0.445	0.104
YOL008W	COQ10	0.046	0.373	0.124
YML029W	USA1	0.046	0.299	0.154
YGL164C	YRB30	0.046	0.603	0.077
YBR142W	MAK5	0.046	0.361	0.128
YMR027W		0.046	0.402	0.115
YDR107C	TMN2	0.046	0.341	0.136
YKR100C	SKG1	0.046	0.309	0.150
YML032C	RAD52	0.046	0.349	0.133
YHL023C	RMD11	0.046	0.379	0.122
YOR143C	THI80	0.046	0.341	0.136
YMR077C	VPS20	0.046	0.302	0.153
YBL005W	PDR3	0.046	0.407	0.114
YNL149C	PGA2	0.046	0.305	0.152
YDR538W	PAD1	0.046	0.268	0.173
YIL040W	APQ12	0.046	0.240	0.194
YDL091C	UBX3	0.046	0.480	0.097
YLR452C	SST2	0.046	0.391	0.119
YAL015C	NTG1	0.046	0.307	0.151
YJR084W	CSN12	0.047	0.344	0.135
YLR107W	REX3	0.047	0.426	0.109
YMR177W	MMT1	0.047	0.394	0.118
YCR035C	RRP43	0.047	0.440	0.106
YML065W	ORC1	0.047	0.402	0.116
YHL030W	ECM29	0.047	0.367	0.127
YBR128C	ATG14	0.047	0.331	0.141
YDR261C	EXG2	0.047	0.374	0.125
YNL048W	ALG11	0.047	0.410	0.114
YLR368W	MDM30	0.047	0.403	0.116
YHR057C	CPR2	0.047	0.309	0.152
YGL169W	SUA5	0.047	0.328	0.143
YML055W	SPC2	0.047	0.451	0.104
YJR074W	MOG1	0.047	0.351	0.134
YBR157C	ICS2	0.047	0.305	0.154
YML093W	UTP14	0.047	0.428	0.110
YNL182C	IPI3	0.047	0.430	0.109
YPL151C	PRP46	0.047	0.333	0.141
YKL087C	CYT2	0.047	0.290	0.162
YKL172W	EBP2	0.047	0.314	0.150
YCL052C	PBN1	0.047	0.319	0.148
YKR084C	HBS1	0.047	0.331	0.143
YGL086W	MAD1	0.047	0.291	0.162
YPR029C	APL4	0.047	0.331	0.143
YDR407C	TRS120	0.047	0.407	0.116
YGR236C	SPG1	0.047	0.364	0.130
YPL146C	NOP53	0.047	0.286	0.166
YPR112C	MRD1	0.048	0.416	0.114
YAL001C	TFC3	0.048	0.384	0.124
YKL204W	EAP1	0.048	0.312	0.152
YPL210C	SRP72	0.048	0.383	0.124
YHR184W	SSP1	0.048	0.449	0.106
YGR127W		0.048	0.318	0.149
YGR198W	YPP1	0.048	0.326	0.146
YJL044C	GYP6	0.048	0.255	0.187
YJR127C	RSF2	0.048	0.375	0.127
YBL095W		0.048	0.475	0.100
YHR144C	DCD1	0.048	0.361	0.132
YHR077C	NMD2	0.048	0.519	0.092
YBR180W	DTR1	0.048	0.487	0.098
YDR364C	CDC40	0.048	0.438	0.109
YFR013W	IOC3	0.048	0.315	0.152
YDR087C	RRP1	0.048	0.287	0.166
YPR083W	MDM36	0.048	0.312	0.153
YML006C	GIS4	0.048	0.376	0.127
YMR287C	DSS1	0.048	0.400	0.119
YBR268W	MRPL37	0.048	0.369	0.129
YKR053C	YSR3	0.048	0.281	0.170
YGL073W	HSF1	0.048	0.353	0.136
YPL228W	CET1	0.048	0.486	0.098
YNL265C	IST1	0.048	0.380	0.126
YOR158W	PET123	0.048	0.362	0.133
YKL139W	CTK1	0.048	0.391	0.122
YMR155W		0.048	0.361	0.133
YMR283C	RIT1	0.048	0.421	0.114
YEL053C	MAK10	0.048	0.326	0.147
YPR002W	PDH1	0.048	0.352	0.136
YPL123C	RNY1	0.048	0.407	0.118
YML102W	CAC2	0.048	0.423	0.113
YPR128C	ANT1	0.048	0.321	0.150
YER114C	BOI2	0.048	0.413	0.116
YDR463W	STP1	0.048	0.408	0.118
YFL001W	DEG1	0.048	0.318	0.151
YHR102W	KIC1	0.048	0.341	0.141
YPR097W		0.048	0.445	0.108
YGL198W	YIP4	0.048	0.337	0.143
YOR140W	SFL1	0.048	0.279	0.173
YDR126W	SWF1	0.048	0.359	0.134
YMR111C		0.048	0.483	0.100
YGR079W		0.048	0.363	0.133
YOL018C	TLG2	0.048	0.356	0.136
YNL165W		0.048	0.377	0.128
YIL049W	DFG10	0.048	0.312	0.155
YJR078W	BNA2	0.048	0.289	0.167
YHR038W	RRF1	0.048	0.314	0.154
YNL315C	ATP11	0.048	0.444	0.109
YNL227C	JJJ1	0.048	0.403	0.120
YHR103W	SBE22	0.048	0.370	0.131
YHR075C	PPE1	0.048	0.389	0.125
YML076C	WAR1	0.048	0.376	0.129
YGR171C	MSM1	0.048	0.409	0.118
YLR284C	ECI1	0.049	0.431	0.113
YDL149W	ATG9	0.049	0.402	0.121
YOR177C	MPC54	0.049	0.282	0.172
YIL064W		0.049	0.268	0.181
YNL306W	MRPS18	0.049	0.318	0.153
YBR112C	CYC8	0.049	0.353	0.138
YLR239C	LIP2	0.049	0.350	0.139
YDR493W	FMP36	0.049	0.264	0.184
YGR062C	COX18	0.049	0.385	0.126
YML023C	NSE5	0.049	0.427	0.114
YOR316C	COT1	0.049	0.357	0.136
YHR151C		0.049	0.377	0.129
YOL056W	GPM3	0.049	0.282	0.173
YGL063W	PUS2	0.049	0.321	0.152
YOR097C		0.049	0.393	0.124
YKR056W	TRM2	0.049	0.335	0.146
YPR179C	HDA3	0.049	0.374	0.131
YKL221W	MCH2	0.049	0.409	0.119
YOL049W	GSH2	0.049	0.383	0.128
YDL123W	SNA4	0.049	0.300	0.164
YER170W	ADK2	0.049	0.414	0.118
YDL155W	CLB3	0.049	0.333	0.147
YHR150W	PEX28	0.049	0.356	0.138
YDR452W	PPN1	0.049	0.302	0.162
YKL116C	PRR1	0.049	0.338	0.145
YOL141W	PPM2	0.049	0.386	0.127
YML031W	NDC1	0.049	0.369	0.133
YJL035C	TAD2	0.049	0.238	0.206
YLR051C	FCF2	0.049	0.280	0.176
YCR068W	ATG15	0.049	0.349	0.141
YKL020C	SPT23	0.049	0.362	0.136
YOR008C	SLG1	0.049	0.329	0.149
YGL065C	ALG2	0.049	0.423	0.116
YLR077W	FMP25	0.049	0.371	0.133
YMR255W	GFD1	0.049	0.320	0.154
YNL167C	SKO1	0.049	0.402	0.122
YIL104C	SHQ1	0.049	0.376	0.131
YMR224C	MRE11	0.049	0.411	0.120
YGR089W	NNF2	0.049	0.368	0.134
YOL089C	HAL9	0.049	0.414	0.119
YPL177C	CUP9	0.049	0.331	0.149
YDR348C		0.049	0.302	0.164
YDR325W	YCG1	0.049	0.445	0.111
YOR111W		0.049	0.354	0.140
YIL146C	ECM37	0.049	0.263	0.188
YGR216C	GPI1	0.049	0.336	0.147
YIL159W	BNR1	0.049	0.376	0.131
YNL310C	ZIM17	0.049	0.428	0.115
YHR044C	DOG1	0.050	0.616	0.080
YML020W		0.050	0.324	0.153
YEL040W	UTR2	0.050	0.384	0.129
YIL137C	TMA108	0.050	0.435	0.114
YML117W	NAB6	0.050	0.362	0.137
YJR036C	HUL4	0.050	0.388	0.128
YHR176W	FMO1	0.050	0.362	0.137
YGR167W	CLC1	0.050	0.264	0.188
YMR267W	PPA2	0.050	0.405	0.123
YOR104W	PIN2	0.050	0.438	0.113
YPR139C	VPS66	0.050	0.269	0.185
YNR045W	PET494	0.050	0.391	0.127
YGR213C	RTA1	0.050	0.544	0.091
YOR171C	LCB4	0.050	0.363	0.137
YGL161C	YIP5	0.050	0.439	0.113
YPL138C	SPP1	0.050	0.338	0.147
YER172C	BRR2	0.050	0.374	0.133
YKL109W	HAP4	0.050	0.355	0.140
YDR017C	KCS1	0.050	0.308	0.161
YCL004W	PGS1	0.050	0.278	0.179
YJL065C	DLS1	0.050	0.290	0.172
YBL081W		0.050	0.330	0.151
YBR257W	POP4	0.050	0.295	0.169
YER142C	MAG1	0.050	0.501	0.100
YLR144C	ACF2	0.050	0.385	0.130
YCR024C	SLM5	0.050	0.404	0.124
YBR052C	RFS1	0.050	0.439	0.114
YOL113W	SKM1	0.050	0.422	0.119
YKR045C		0.050	0.386	0.130
YGR128C	UTP8	0.050	0.393	0.127
YBL067C	UBP13	0.050	0.337	0.149
YHR105W	YPT35	0.050	0.495	0.101
YKR074W		0.050	0.380	0.132
YPL242C	IQG1	0.050	0.408	0.123
YHR171W	ATG7	0.050	0.467	0.108
YLR299W	ECM38	0.050	0.573	0.088
YOR156C	NFI1	0.050	0.346	0.145
YDL120W	YFH1	0.050	0.258	0.194
YGR080W	TWF1	0.050	0.308	0.163
YIL061C	SNP1	0.050	0.328	0.153
YMR218C	TRS130	0.050	0.344	0.146
YGR169C	PUS6	0.050	0.249	0.202
YPR118W	MRI1	0.050	0.333	0.152
YDR201W	SPC19	0.051	0.312	0.162
YKR027W	BCH2	0.051	0.435	0.116
YDR419W	RAD30	0.051	0.400	0.126
YCR054C	CTR86	0.051	0.392	0.129
YPL255W	BBP1	0.051	0.275	0.184
YMR032W	HOF1	0.051	0.425	0.119
YOR083W	WHI5	0.051	0.262	0.193
YER175C	TMT1	0.051	0.556	0.091
YML046W	PRP39	0.051	0.325	0.156
YJL148W	RPA34	0.051	0.312	0.162
YNR011C	PRP2	0.051	0.345	0.147
YOR138C	RUP1	0.051	0.341	0.149
YLR267W	BOP2	0.051	0.242	0.210
YPL084W	BRO1	0.051	0.353	0.144
YJL031C	BET4	0.051	0.276	0.185
YIR036C	IRC24	0.051	0.494	0.103
YBL034C	STU1	0.051	0.367	0.139
YMR167W	MLH1	0.051	0.397	0.128
YLR102C	APC9	0.051	0.454	0.112
YOR280C	FSH3	0.051	0.547	0.093
YDR522C	SPS2	0.051	0.346	0.148
YBR211C	AME1	0.051	0.556	0.092
YPR186C	PZF1	0.051	0.445	0.115
YNL026W	SAM50	0.051	0.317	0.162
YDR080W	VPS41	0.051	0.349	0.147
YHR118C	ORC6	0.051	0.291	0.176
YER157W	COG3	0.051	0.362	0.141
YPR151C	SUE1	0.051	0.419	0.122
YPR070W	MED1	0.051	0.406	0.126
YBL080C	PET112	0.051	0.279	0.184
YPL159C	PET20	0.051	0.285	0.180
YDL186W		0.051	0.372	0.138
YKL079W	SMY1	0.051	0.397	0.130
YPR133C	SPN1	0.052	0.350	0.147
YKR086W	PRP16	0.052	0.479	0.108
YKR096W		0.052	0.372	0.138
YMR110C	HFD1	0.052	0.465	0.111
YDL138W	RGT2	0.052	0.384	0.134
YHR119W	Sep-01	0.052	0.443	0.117
YLR086W	SMC4	0.052	0.390	0.132
YDR270W	CCC2	0.052	0.397	0.130
YNL252C	MRPL17	0.052	0.390	0.132
YOR028C	CIN5	0.052	0.506	0.102
YDR076W	RAD55	0.052	0.363	0.142
YLR032W	RAD5	0.052	0.335	0.154
YLR298C	YHC1	0.052	0.352	0.147
YHR012W	VPS29	0.052	0.449	0.115
YDR207C	UME6	0.052	0.256	0.202
YNL122C		0.052	0.365	0.142
YGL033W	HOP2	0.052	0.508	0.102
YLR435W	TSR2	0.052	0.276	0.188
YHR191C	CTF8	0.052	0.396	0.131
YEL060C	PRB1	0.052	0.297	0.175
YJR118C	ILM1	0.052	0.216	0.240
YPR178W	PRP4	0.052	0.352	0.147
YDR483W	KRE2	0.052	0.357	0.146
YJL071W	ARG2	0.052	0.486	0.107
YOL033W	MSE1	0.052	0.351	0.148
YBR060C	ORC2	0.052	0.416	0.125
YPL176C	TRE1	0.052	0.355	0.146
YOL102C	TPT1	0.052	0.402	0.129
YIR001C	SGN1	0.052	0.397	0.131
YML013W	UBX2	0.052	0.288	0.181
YOR324C	FRT1	0.052	0.356	0.147
YHL013C	OTU2	0.052	0.470	0.111
