Scer_Name	Spar_Name	Scer_Gene
Scer_10.41	Spar_10.40	YJL193W
Scer_10.42	Spar_10.41	YJL192C
Scer_10.43	Spar_10.42	YJL191W
Scer_10.44	Spar_10.43	YJL190C
Scer_10.45	Spar_10.44	Kpol_2001.47
Scer_10.46	Spar_10.45	YJL187C
Scer_10.47	Spar_10.46	YJL186W
Scer_10.48	Spar_10.47	YJL185C
Scer_10.49	Spar_10.48	YJL184W
Scer_10.50	Spar_10.49	YJL183W
Scer_10.52	Spar_10.50	YJL181W
Scer_10.53	Spar_10.51	YJL180C
Scer_10.54	Spar_10.52	YJL179W
Scer_10.55	Spar_10.53	YJL178C
Scer_10.56	Spar_10.54	YJL177W
Scer_10.57	Spar_10.55	YJL176C
Scer_10.58	Spar_10.56	YJL174W
Scer_10.59	Spar_10.57	YJL173C
Scer_10.60	Spar_10.58	YJL172W
Scer_10.61	Spar_10.59	YJL171C
Scer_10.62	Spar_10.60	YJL170C
Scer_10.63	Spar_10.63	YJL168C
Scer_10.64	Spar_10.64	YJL167W
Scer_10.65	Spar_10.65	YJL166W
Scer_10.66	Spar_10.66	YJL165C
Scer_10.67	Spar_10.67	YJL164C
Scer_10.68	Spar_10.68	YJL163C
Scer_10.69	Spar_10.69	YJL162C
Scer_10.71	Spar_10.71	YJL161W
Scer_10.75	Spar_10.76	YJL158C
Scer_10.76	Spar_10.77	YJL157C
Scer_10.78	Spar_10.79	YJL156C
Scer_10.79	Spar_10.80	YJL155C
Scer_10.80	Spar_10.81	YJL154C
Scer_10.81	Spar_10.82	YJL153C
Scer_10.83	Spar_10.83	YJL151C
Scer_10.85	Spar_10.85	YJL149W
Scer_10.86	Spar_10.86	YJL148W
Scer_10.87	Spar_10.87	YJL147C
Scer_10.88	Spar_10.88	YJL146W
Scer_10.89	Spar_10.89	YJL145W
Scer_10.90	Spar_10.90	YJL144W
Scer_10.91	Spar_10.91	YJL143W
Scer_10.92	Spar_10.93	YJL141C
Scer_10.93	Spar_10.94	YJL140W
Scer_10.94	Spar_10.95	YJL139C
Scer_10.95	Spar_10.96	YJL138C
Scer_10.96	Spar_10.97	YJL137C
Scer_10.98	Spar_10.98	YJL136C
Scer_10.100	Spar_10.100	YJL134W
Scer_10.101	Spar_10.101	YJL133C-A
Scer_10.102	Spar_10.102	YJL133W
Scer_10.103	Spar_10.103	YJL132W
Scer_10.104	Spar_10.104	YJL131C
Scer_10.105	Spar_10.105	YJL130C
Scer_10.106	Spar_10.106	Kpol_448.14
Scer_10.107	Spar_10.107	YJL128C
Scer_10.110	Spar_10.109	AFL216C
Scer_10.111	Spar_10.112	YJL127C
Scer_10.112	Spar_10.113	YJL126W
Scer_10.113	Spar_10.114	YJL125C
Scer_10.114	Spar_10.115	YJL124C
Scer_10.115	Spar_10.116	YJL123C
Scer_10.116	Spar_10.117	YJL122W
Scer_10.117	Spar_10.118	YJL121C
Scer_10.119	Spar_10.121	YJL118W
Scer_10.120	Spar_10.122	YJL117W
Scer_10.121	Spar_10.123	YJL116C
Scer_10.122	Spar_10.124	YJL115W
Scer_10.137	Spar_10.133	YJL112W
Scer_10.138	Spar_10.134	YJL111W
Scer_10.139	Spar_10.135	YJL110C
Scer_10.140	Spar_10.136	YJL109C
Scer_10.141	Spar_10.137	YJL108C
Scer_10.143	Spar_10.138	YJL106W
Scer_10.144	Spar_10.139	YJL105W
Scer_10.145	Spar_10.140	YJL104W
Scer_10.146	Spar_10.141	YJL103C
Scer_10.147	Spar_10.142	YJL102W
Scer_10.149	Spar_10.144	Kpol_463.12
Scer_10.150	Spar_10.145	YJL100W
Scer_10.151	Spar_10.146	YJL099W
Scer_10.152	Spar_10.147	YJL098W
Scer_10.153	Spar_10.148	YJL097W
Scer_10.154	Spar_10.149	YJL096W
Scer_10.155	Spar_10.150	YJL095W
Scer_10.156	Spar_10.151	YJL094C
Scer_10.157	Spar_10.152	YJL093C
Scer_10.158	Spar_10.153	YJL092W
Scer_10.159	Spar_10.154	YJL091C
Scer_10.160	Spar_10.155	YJL090C
Scer_10.161	Spar_10.156	YJL089W
Scer_10.162	Spar_10.157	YJL088W
Scer_10.163	Spar_10.158	YJL087C
Scer_10.165	Spar_10.160	YJL085W
Scer_10.166	Spar_10.161	YJL084C
Scer_10.167	Spar_10.162	YJL083W
Scer_10.168	Spar_10.163	YJL082W
Scer_10.169	Spar_10.164	YJL081C
Scer_10.170	Spar_10.165	YJL080C
Scer_10.171	Spar_10.166	YJL079C
Scer_10.175	Spar_10.170	YJL076W
Scer_10.176	Spar_10.171	YJL074C
Scer_10.177	Spar_10.172	YJL073W
Scer_10.178	Spar_10.173	YJL072C
Scer_10.179	Spar_10.174	YJL071W
Scer_10.180	Spar_10.175	YJL070C
Scer_10.181	Spar_10.176	YJL069C
Scer_10.182	Spar_10.177	YJL068C
Scer_10.183	Spar_10.178	YJL066C
Scer_10.184	Spar_10.179	YJL065C
Scer_10.185	Spar_10.180	YJL063C
Scer_10.186	Spar_10.181	YJL062W-A
Scer_10.187	Spar_10.182	YJL062W
Scer_10.188	Spar_10.183	YJL061W
Scer_10.189	Spar_10.184	YJL060W
Scer_10.190	Spar_10.185	YJL059W
Scer_10.191	Spar_10.186	YJL058C
Scer_10.192	Spar_10.187	YJL057C
Scer_10.193	Spar_10.188	YJL056C
Scer_10.194	Spar_10.189	YJL055W
Scer_10.195	Spar_10.190	YJL054W
Scer_10.196	Spar_10.191	YJL053W
Scer_10.197	Spar_10.192	YJL052C-A
Scer_10.198	Spar_10.193	YJL052W
Scer_10.199	Spar_10.194	YJL051W
Scer_10.200	Spar_10.195	YJL050W
Scer_10.201	Spar_10.196	YJL049W
Scer_10.202	Spar_10.197	YJL048C
Scer_10.204	Spar_10.199	YJL047C
Scer_10.205	Spar_10.200	YJL046W
Scer_10.227	Spar_10.227	YJL036W
Scer_10.228	Spar_10.228	YJL035C
Scer_10.229	Spar_10.229	YJL034W
Scer_10.230	Spar_10.230	YJL033W
Scer_10.231	Spar_10.231	YJL031C
Scer_10.232	Spar_10.232	YJL030W
Scer_10.233	Spar_10.233	YJL029C
Scer_10.236	Spar_10.236	YJL027C
Scer_10.237	Spar_10.238	YJL026W
Scer_10.238	Spar_10.239	YJL025W
Scer_10.239	Spar_10.240	YJL024C
Scer_10.241	Spar_10.248	YJL023C
Scer_10.242	Spar_10.249	YJL020C
Scer_10.243	Spar_10.250	YJL019W
Scer_10.244	Spar_10.251	YJL016W
Scer_10.246	Spar_10.253	YJL014W
Scer_10.247	Spar_10.254	YJL013C
Scer_10.248	Spar_10.255	YJL012C
Scer_10.249	Spar_10.256	YJL011C
Scer_10.252	Spar_10.259	ACR046W
Scer_10.253	Spar_10.260	YJL008C
Scer_10.256	Spar_10.264	YJL006C
Scer_10.258	Spar_10.266	YJL005W
Scer_10.259	Spar_10.267	YJL004C
Scer_10.260	Spar_10.268	YJL003W
Scer_10.261	Spar_10.269	YJL002C
Scer_10.262	Spar_10.270	YJL001W
Scer_10.263	Spar_10.271	ACR030W
Scer_10.264	Spar_10.272	YJR002W
Scer_10.265	Spar_10.273	YJR003C
Scer_10.266	Spar_10.274	YJR004C
Scer_10.267	Spar_10.275	YJR005W
Scer_10.269	Spar_10.276	Scas_644.1d
Scer_10.270	Spar_10.277	YJR006W
Scer_10.271	Spar_10.278	YJR007W
Scer_10.272	Spar_10.279	YJR008W
Scer_10.273	Spar_10.280	YJR009C
Scer_10.274	Spar_10.281	YJR010W
Scer_10.275	Spar_10.282	YJR010C-A
Scer_10.276	Spar_10.283	YJR011C
Scer_10.277	Spar_10.284	YJR012C
Scer_10.278	Spar_10.285	YJR013W
Scer_10.279	Spar_10.286	YJR014W
Scer_10.280	Spar_10.287	YJR015W
Scer_10.289	Spar_10.294	Kpol_2001.42
Scer_10.306	Spar_10.295	YJR031C
Scer_10.307	Spar_10.296	YJR032W
Scer_10.308	Spar_10.297	YJR033C
Scer_10.309	Spar_10.298	YJR034W
Scer_10.310	Spar_10.299	YJR035W
Scer_10.311	Spar_10.300	YJR036C
Scer_10.313	Spar_10.302	YJR039W
Scer_10.314	Spar_10.303	YJR040W
Scer_10.315	Spar_10.304	YJR041C
Scer_10.316	Spar_10.305	YJR042W
Scer_10.317	Spar_10.306	YJR043C
Scer_10.320	Spar_10.309	YJR044C
Scer_10.321	Spar_10.310	YJR045C
Scer_10.322	Spar_10.311	YJR046W
Scer_10.324	Spar_10.314	AFR356C
Scer_10.325	Spar_10.315	YJR048W
Scer_10.326	Spar_10.316	YJR049C
Scer_10.327	Spar_10.317	YJR050W
Scer_10.328	Spar_10.318	YJR051W
Scer_10.330	Spar_10.322	YJR052W
Scer_10.331	Spar_10.323	YJR053W
Scer_10.332	Spar_10.324	YJR054W
Scer_10.339	Spar_10.328	YJR055W
Scer_10.345	Spar_10.332	YJR056C
Scer_10.349	Spar_10.335	YJR057W
Scer_10.350	Spar_10.336	YJR058C
Scer_10.351	Spar_10.337	YJR059W
Scer_10.352	Spar_10.338	YJR060W
Scer_10.353	Spar_10.339	YJR061W
Scer_10.354	Spar_10.340	YJR062C
Scer_10.355	Spar_10.341	YJR063W
Scer_10.356	Spar_10.342	YJR064W
Scer_10.357	Spar_10.343	YJR065C
Scer_10.358	Spar_10.344	YJR066W
Scer_10.359	Spar_10.345	YJR067C
Scer_10.360	Spar_10.346	YJR068W
Scer_10.361	Spar_10.347	YJR069C
Scer_10.362	Spar_10.348	YJR070C
Scer_10.363	Spar_10.350	YJR072C
Scer_10.364	Spar_10.351	YJR073C
Scer_10.365	Spar_10.352	YJR074W
Scer_10.366	Spar_10.353	YJR075W
Scer_10.367	Spar_10.354	YJR076C
Scer_10.368	Spar_10.355	YJR077C
Scer_10.369	Spar_10.356	YJR078W
Scer_10.371	Spar_10.358	YJR080C
Scer_10.372	Spar_10.359	YJR082C
Scer_10.373	Spar_10.360	YJR083C
Scer_10.374	Spar_10.361	YJR084W
Scer_10.375	Spar_10.362	YJR085C
Scer_10.376	Spar_10.363	YJR086W
Scer_10.377	Spar_10.364	YJR088C
Scer_10.378	Spar_10.365	YJR089W
Scer_10.379	Spar_10.366	YJR090C
Scer_10.380	Spar_10.367	YJR091C
Scer_10.381	Spar_10.368	YJR092W
Scer_10.382	Spar_10.369	YJR093C
Scer_10.383	Spar_10.370	YJR094C
Scer_10.384	Spar_10.371	YALI0E34573g
Scer_10.385	Spar_10.372	YJR095W
Scer_10.386	Spar_10.373	YJR096W
Scer_10.387	Spar_10.374	YJR097W
Scer_10.388	Spar_10.375	YJR098C
Scer_10.389	Spar_10.376	YJR099W
Scer_10.390	Spar_10.377	YJR100C
Scer_10.392	Spar_10.384	YJR101W
Scer_10.393	Spar_10.385	YJR102C
Scer_10.394	Spar_10.386	YJR103W
Scer_10.395	Spar_10.387	YJR104C
Scer_10.396	Spar_10.388	YJR105W
Scer_10.397	Spar_10.389	YJR106W
Scer_10.398	Spar_10.390	YJR107W
Scer_10.399	Spar_10.391	NA
Scer_10.400	Spar_10.392	YJR108W
Scer_10.401	Spar_10.393	YJR109C
Scer_10.403	Spar_10.394	Kpol_1013.67
Scer_10.404	Spar_10.395	YJR111C
Scer_10.405	Spar_10.396	YJR112W
Scer_10.407	Spar_10.397	Kpol_1013.70
Scer_10.408	Spar_10.398	YJR113C
Scer_10.409	Spar_10.399	YJR115W
Scer_10.410	Spar_10.400	YJR116W
Scer_10.411	Spar_10.401	YJR117W
Scer_10.412	Spar_10.402	YJR118C
Scer_10.413	Spar_10.403	YJR119C
Scer_10.414	Spar_10.404	YJR120W
Scer_10.415	Spar_10.405	YJR121W
Scer_10.416	Spar_10.406	YJR122W
Scer_10.417	Spar_10.407	YJR123W
Scer_10.418	Spar_10.408	YJR124C
Scer_10.419	Spar_10.409	YJR125C
Scer_10.420	Spar_10.410	YJR126C
Scer_10.421	Spar_10.411	YJR127C
Scer_10.423	Spar_10.413	YJR129C
Scer_10.424	Spar_10.414	YJR130C
Scer_10.425	Spar_10.415	YJR131W
Scer_10.426	Spar_10.416	YJR132W
Scer_10.427	Spar_10.417	YJR133W
Scer_10.428	Spar_10.418	YJR134C
Scer_10.429	Spar_10.419	YJR135C
Scer_10.430	Spar_10.420	YJR135W-A
Scer_10.431	Spar_10.421	YJR136C
Scer_10.432	Spar_10.422	YJR137C
Scer_10.433	Spar_10.423	Kpol_1000.24
Scer_10.434	Spar_10.424	YJR139C
Scer_10.435	Spar_10.425	YJR140C
Scer_10.436	Spar_10.426	YJR141W
Scer_10.437	Spar_10.427	YJR142W
Scer_10.438	Spar_10.428	YJR143C
Scer_10.439	Spar_10.429	YJR144W
Scer_10.440	Spar_10.430	YJR145C
Scer_10.441	Spar_10.431	YJR146W
Scer_10.442	Spar_10.432	YJR147W
Scer_10.443	Spar_10.433	YJR148W
Scer_10.445	Spar_10.435	YJR150C
Scer_10.446	Spar_10.436	YJR151C
Scer_11.11	Spar_11.14	YKL216W
Scer_11.12	Spar_11.15	YKL215C
Scer_11.13	Spar_11.16	YKL214C
Scer_11.14	Spar_11.17	YKL213C
Scer_11.15	Spar_11.18	YKL212W
Scer_11.16	Spar_11.19	YKL211C
Scer_11.17	Spar_11.20	YKL210W
Scer_11.18	Spar_11.21	YKL209C
Scer_11.20	Spar_11.23	YKL208W
Scer_11.21	Spar_11.24	YKL207W
Scer_11.22	Spar_11.25	YKL206C
Scer_11.23	Spar_11.26	YKL205W
Scer_11.24	Spar_11.27	YKL204W
Scer_11.25	Spar_11.28	YKL203C
Scer_11.26	Spar_11.29	YKL201C
Scer_11.27	Spar_11.30	YKL198C
Scer_11.28	Spar_11.31	Kwal_27.10012
Scer_11.30	Spar_11.47	YKL196C
Scer_11.31	Spar_11.48	YKL195W
Scer_11.32	Spar_11.49	YKL194C
Scer_11.33	Spar_11.50	YKL193C
Scer_11.34	Spar_11.51	YKL192C
Scer_11.35	Spar_11.52	YKL191W
Scer_11.36	Spar_11.53	YKL190W
Scer_11.39	Spar_11.60	YKL189W
Scer_11.40	Spar_11.61	YKL188C
Scer_11.41	Spar_11.62	YKL187C
Scer_11.42	Spar_11.63	YKL186C
Scer_11.43	Spar_11.64	YKL185W
Scer_11.44	Spar_11.65	YKL184W
Scer_11.46	Spar_11.66	YKL183W
Scer_11.47	Spar_11.67	YKL182W
Scer_11.48	Spar_11.68	YKL181W
Scer_11.49	Spar_11.69	YKL180W
Scer_11.50	Spar_11.70	YKL179C
Scer_11.51	Spar_11.71	YKL178C
Scer_11.52	Spar_11.72	YKL176C
Scer_11.53	Spar_11.73	YKL175W
Scer_11.54	Spar_11.74	YKL174C
Scer_11.55	Spar_11.75	YKL173W
Scer_11.56	Spar_11.76	YKL172W
Scer_11.57	Spar_11.77	YKL171W
Scer_11.58	Spar_11.78	YKL170W
Scer_11.59	Spar_11.79	YKL168C
Scer_11.60	Spar_11.80	YKL167C
Scer_11.61	Spar_11.81	YKL166C
Scer_11.62	Spar_11.82	YKL165C-A
Scer_11.63	Spar_11.83	YKL165C
Scer_11.68	Spar_11.90	Kpol_2002.77
Scer_11.70	Spar_11.91	YKL162C
Scer_11.73	Spar_11.93	Kpol_1051.19
Scer_11.74	Spar_11.94	YKL159C
Scer_11.75	Spar_11.95	YKL157W
Scer_11.76	Spar_11.96	YKL157W
Scer_11.77	Spar_11.97	YKL156W
Scer_11.78	Spar_11.98	YKL155C
Scer_11.79	Spar_11.99	YKL154W
Scer_11.83	Spar_11.103	YKL152C
Scer_11.84	Spar_11.104	YKL151C
Scer_11.85	Spar_11.105	YKL150W
Scer_11.86	Spar_11.106	YKL149C
Scer_11.87	Spar_11.107	YKL148C
Scer_11.88	Spar_11.110	YKL146W
Scer_11.89	Spar_11.111	YKL145W
Scer_11.90	Spar_11.112	YKL144C
Scer_11.91	Spar_11.113	YKL143W
Scer_11.92	Spar_11.114	YKL142W
Scer_11.93	Spar_11.115	YKL141W
Scer_11.94	Spar_11.116	YKL140W
Scer_11.95	Spar_11.117	YKL139W
Scer_11.96	Spar_11.118	YKL138C-A
Scer_11.97	Spar_11.119	YKL138C
Scer_11.98	Spar_11.120	YKL137W
Scer_11.99	Spar_11.121	YKL135C
Scer_11.100	Spar_11.122	YKL134C
Scer_11.101	Spar_11.123	YKL133C
Scer_11.102	Spar_11.124	YKL132C
Scer_11.103	Spar_11.125	YKL130C
Scer_11.104	Spar_11.126	YKL129C
Scer_11.105	Spar_11.127	YKL128C
Scer_11.107	Spar_11.131	YKL127W
Scer_11.108	Spar_11.132	YMR104C
Scer_11.109	Spar_11.133	ABL027W
Scer_11.110	Spar_11.134	YKL124W
Scer_11.111	Spar_11.135	YKL122C
Scer_11.112	Spar_11.136	YKL121W
Scer_11.113	Spar_11.137	YKL120W
Scer_11.114	Spar_11.138	YKL119C
Scer_11.118	Spar_11.141	YKL117W
Scer_11.119	Spar_11.142	YKL116C
Scer_11.120	Spar_11.143	YKL115C
Scer_11.121	Spar_11.144	YKL114C
Scer_11.122	Spar_11.145	YKL113C
Scer_11.123	Spar_11.146	YKL112W
Scer_11.124	Spar_11.147	YKL110C
Scer_11.125	Spar_11.148	YKL109W
Scer_11.126	Spar_11.149	YKL108W
Scer_11.127	Spar_11.150	YKL107W
Scer_11.129	Spar_11.152	YKL106W
Scer_11.130	Spar_11.153	YKL105C
Scer_11.131	Spar_11.154	YKL104C
Scer_11.132	Spar_11.155	YKL103C
Scer_11.134	Spar_11.157	YKL101W
Scer_11.135	Spar_11.158	YKL100C
Scer_11.136	Spar_11.159	YKL099C
Scer_11.137	Spar_11.160	YKL098W
Scer_11.139	Spar_11.161	NA
Scer_11.140	Spar_11.162	YKL096W
Scer_11.141	Spar_11.163	YKL095W
Scer_11.142	Spar_11.164	YKL094W
Scer_11.143	Spar_11.165	YKL093W
Scer_11.144	Spar_11.166	YKL092C
Scer_11.145	Spar_11.167	YKL091C
Scer_11.146	Spar_11.168	YKL090W
Scer_11.147	Spar_11.169	YKL089W
Scer_11.148	Spar_11.170	YKL088W
Scer_11.149	Spar_11.172	YKL087C
Scer_11.150	Spar_11.173	YKL086W
Scer_11.151	Spar_11.174	YKL085W
Scer_11.152	Spar_11.175	YKL084W
Scer_11.153	Spar_11.176	YKL082C
Scer_11.154	Spar_11.177	YKL081W
Scer_11.155	Spar_11.178	YKL080W
Scer_11.156	Spar_11.179	YKL079W
Scer_11.157	Spar_11.180	YKL078W
Scer_11.158	Spar_11.181	YKL077W
Scer_11.159	Spar_11.182	YKL075C
Scer_11.160	Spar_11.183	YKL074C
Scer_11.161	Spar_11.184	YKL073W
Scer_11.162	Spar_11.185	YKL072W
Scer_11.173	Spar_11.196	NA
Scer_11.174	Spar_11.198	YKL068W
Scer_11.182	Spar_11.202	YKL067W
Scer_11.183	Spar_11.203	YKL065W-A
Scer_11.184	Spar_11.204	YKL065C
Scer_11.185	Spar_11.205	YKL064W
Scer_11.186	Spar_11.206	YKL063C
Scer_11.187	Spar_11.207	YKL062W
Scer_11.188	Spar_11.208	YKL061W
Scer_11.189	Spar_11.209	YKL060C
Scer_11.190	Spar_11.210	YKL059C
Scer_11.191	Spar_11.211	YKL058W
Scer_11.192	Spar_11.212	YKL057C
Scer_11.193	Spar_11.213	YKL056C
Scer_11.194	Spar_11.214	YKL055C
Scer_11.195	Spar_11.215	YKL054C
Scer_11.196	Spar_11.216	YKL053C-A
Scer_11.197	Spar_11.217	YKL052C
Scer_11.198	Spar_11.218	YKL051W
Scer_11.199	Spar_11.219	YKL050C
Scer_11.200	Spar_11.220	YKL049C
Scer_11.201	Spar_11.221	YKL048C
Scer_11.202	Spar_11.222	YKL047W
Scer_11.203	Spar_11.223	YKL046C
Scer_11.204	Spar_11.224	YKL045W
Scer_11.206	Spar_11.226	YKL043W
Scer_11.207	Spar_11.227	YKL042W
Scer_11.208	Spar_11.228	YKL041W
Scer_11.209	Spar_11.229	YKL040C
Scer_11.210	Spar_11.230	YKL039W
Scer_11.211	Spar_11.231	YKL038W
Scer_11.213	Spar_11.233	YKL035W
Scer_11.214	Spar_11.234	YKL034W
Scer_11.215	Spar_11.235	YKL033W-A
Scer_11.216	Spar_11.236	YKL033W
Scer_11.218	Spar_11.240	YKL032C
Scer_11.220	Spar_11.247	YKL029C
Scer_11.221	Spar_11.248	YKL028W
Scer_11.222	Spar_11.249	YKL027W
Scer_11.223	Spar_11.250	YKL026C
Scer_11.224	Spar_11.252	YKL025C
Scer_11.225	Spar_11.253	YKL024C
Scer_11.227	Spar_11.254	YKL023W
Scer_11.228	Spar_11.255	YKL022C
Scer_11.229	Spar_11.256	YKL021C
Scer_11.230	Spar_11.257	YKL020C
Scer_11.231	Spar_11.258	YKL019W
Scer_11.232	Spar_11.259	YKL018C-A
Scer_11.233	Spar_11.260	YKL018W
Scer_11.234	Spar_11.261	YKL017C
Scer_11.235	Spar_11.262	YKL016C
Scer_11.236	Spar_11.263	YKL015W
Scer_11.237	Spar_11.265	ACL095C
Scer_11.238	Spar_11.266	YKL013C
Scer_11.239	Spar_11.267	YKL012W
Scer_11.240	Spar_11.268	YKL011C
Scer_11.241	Spar_11.269	YKL010C
Scer_11.242	Spar_11.270	YKL009W
Scer_11.243	Spar_11.271	YKL008C
Scer_11.244	Spar_11.272	YKL007W
Scer_11.245	Spar_11.273	YKL006C-A
Scer_11.246	Spar_11.274	YKL006W
Scer_11.247	Spar_11.275	YKL005C
Scer_11.248	Spar_11.276	YKL004W
Scer_11.249	Spar_11.277	YKL003C
Scer_11.250	Spar_11.278	YKL002W
Scer_11.251	Spar_11.279	YKL001C
Scer_11.252	Spar_11.280	Kwal_26.7924
Scer_11.253	Spar_11.281	YKR002W
Scer_11.254	Spar_11.282	YKR003W
Scer_11.255	Spar_11.283	YKR004C
Scer_11.256	Spar_11.285	YKR005C
Scer_11.257	Spar_11.286	YKR006C
Scer_11.258	Spar_11.287	YKR007W
Scer_11.259	Spar_11.288	YKR008W
Scer_11.260	Spar_11.289	YKR009C
Scer_11.265	Spar_11.292	YKR010C
Scer_11.266	Spar_11.293	YKR011C
Scer_11.267	Spar_11.294	YKR012C
Scer_11.268	Spar_11.295	YKR013W
Scer_11.269	Spar_11.297	YKR014C
Scer_11.270	Spar_11.298	YKR015C
Scer_11.271	Spar_11.299	YKR016W
Scer_11.273	Spar_11.300	YKR017C
Scer_11.274	Spar_11.301	YKR018C
Scer_11.275	Spar_11.302	YKR019C
Scer_11.276	Spar_11.303	YKR020W
Scer_11.277	Spar_11.304	YKR021W
Scer_11.278	Spar_11.305	YKR022C
Scer_11.279	Spar_11.306	YKR023W
Scer_11.280	Spar_11.307	YKR024C
Scer_11.281	Spar_11.308	YKR025W
Scer_11.282	Spar_11.309	YKR026C
Scer_11.286	Spar_11.314	YKR027W
Scer_11.287	Spar_11.315	YKR028W
Scer_11.289	Spar_11.317	YKR029C
Scer_11.290	Spar_11.318	YKR030W
Scer_11.291	Spar_11.319	YKR031C
Scer_11.292	Spar_11.320	YKR032W
Scer_11.293	Spar_11.321	YKR034W
Scer_11.294	Spar_11.322	YKR035W-A
Scer_11.295	Spar_11.323	YKR036C
Scer_11.296	Spar_11.324	YKR037C
Scer_11.297	Spar_11.325	YKR038C
Scer_11.302	Spar_11.330	Kpol_543.78
Scer_11.307	Spar_11.332	YKR041W
Scer_11.308	Spar_11.333	YKR042W
Scer_11.309	Spar_11.334	YKR043C
Scer_11.310	Spar_11.335	YKR044W
Scer_11.311	Spar_11.336	YKR045C
Scer_11.312	Spar_11.337	YKR046C
Scer_11.313	Spar_11.338	YKR048C
Scer_11.314	Spar_11.339	YKR049C
Scer_11.315	Spar_11.340	YKR050W
Scer_11.316	Spar_11.341	YKR051W
Scer_11.317	Spar_11.342	YKR052C
Scer_11.318	Spar_11.343	YKR053C
Scer_11.319	Spar_11.344	YKR054C
Scer_11.320	Spar_11.345	YKR055W
Scer_11.321	Spar_11.346	YKR056W
Scer_11.322	Spar_11.347	YKR057W
Scer_11.323	Spar_11.348	YKR058W
Scer_11.324	Spar_11.349	YKR059W
Scer_11.325	Spar_11.350	YKR060W
Scer_11.326	Spar_11.351	YKR061W
Scer_11.327	Spar_11.352	YKR062W
Scer_11.328	Spar_11.353	YKR063C
Scer_11.329	Spar_11.354	YKR064W
Scer_11.330	Spar_11.355	YKR065C
Scer_11.331	Spar_11.356	YKR066C
Scer_11.332	Spar_11.357	YKR067W
Scer_11.333	Spar_11.358	YKR068C
Scer_11.334	Spar_11.359	YKR069W
Scer_11.335	Spar_11.360	YKR070W
Scer_11.336	Spar_11.361	YKR071C
Scer_11.337	Spar_11.362	YKR072C
Scer_11.338	Spar_11.363	YKR073C
Scer_11.340	Spar_11.365	YKR074W
Scer_11.341	Spar_11.366	YKR075C
Scer_11.342	Spar_11.367	YKR076W
Scer_11.343	Spar_11.368	YKR077W
Scer_11.344	Spar_11.369	YKR078W
Scer_11.345	Spar_11.370	YKR079C
Scer_11.346	Spar_11.371	YKR080W
Scer_11.347	Spar_11.372	YKR081C
Scer_11.348	Spar_11.373	YKR082W
Scer_11.349	Spar_11.374	YKR083C
Scer_11.350	Spar_11.375	YKR084C
Scer_11.351	Spar_11.376	YKR085C
Scer_11.352	Spar_11.377	YKR086W
Scer_11.353	Spar_11.379	YKR087C
Scer_11.354	Spar_11.380	YKR088C
Scer_11.355	Spar_11.381	YKR089C
Scer_11.356	Spar_11.382	YKR090W
Scer_11.357	Spar_11.383	YKR091W
Scer_11.358	Spar_11.384	YKR092C
Scer_11.359	Spar_11.385	Kpol_529.28
Scer_11.360	Spar_11.386	YKR094C
Scer_11.361	Spar_11.387	YKR095W
Scer_11.362	Spar_11.388	YKR095W-A
Scer_11.363	Spar_11.389	YKR096W
Scer_11.364	Spar_11.391	Kwal_55.19663
Scer_11.365	Spar_11.392	YKR098C
Scer_11.366	Spar_11.393	YKR099W
Scer_11.367	Spar_11.394	YKR100C
Scer_11.368	Spar_11.395	YKR101W
Scer_11.369	Spar_11.396	YKR102W
Scer_12.33	Spar_12.12	YLL055W
Scer_12.34	Spar_12.13	YLL054C
Scer_12.37	Spar_12.15	YLL051C
Scer_12.38	Spar_12.16	YLL050C
Scer_12.39	Spar_12.17	YLL049W
Scer_12.40	Spar_12.18	YLL048C
Scer_12.41	Spar_12.21	YLL046C
Scer_12.42	Spar_12.22	YLL045C
Scer_12.43	Spar_12.23	YLL043W
Scer_12.44	Spar_12.24	YLL042C
Scer_12.45	Spar_12.25	YLL041C
Scer_12.46	Spar_12.26	YLL040C
Scer_12.47	Spar_12.28	YLL039C
Scer_12.48	Spar_12.29	YLL038C
Scer_12.49	Spar_12.31	YLL036C
Scer_12.50	Spar_12.32	YLL035W
Scer_12.51	Spar_12.33	YLL034C
Scer_12.52	Spar_12.35	YLL033W
Scer_12.53	Spar_12.36	YLL032C
Scer_12.54	Spar_12.37	YLL031C
Scer_12.56	Spar_12.39	YLL029W
Scer_12.57	Spar_12.40	YLL028W
Scer_12.58	Spar_12.41	YLL027W
Scer_12.59	Spar_12.42	YLL026W
Scer_12.64	Spar_12.47	YLL025W
Scer_12.65	Spar_12.48	YLL024C
Scer_12.66	Spar_12.50	YLL023C
Scer_12.67	Spar_12.51	YLL022C
Scer_12.68	Spar_12.52	YLL021W
Scer_12.69	Spar_12.53	YLL019C
Scer_12.70	Spar_12.54	YLL018C-A
Scer_12.71	Spar_12.55	YLL018C
Scer_12.72	Spar_12.56	YLL017W
Scer_12.74	Spar_12.57	YLL015W
Scer_12.75	Spar_12.58	YLL014W
Scer_12.76	Spar_12.59	YLL013C
Scer_12.77	Spar_12.60	YLL012W
Scer_12.78	Spar_12.61	YLL011W
Scer_12.79	Spar_12.62	YLL010C
Scer_12.80	Spar_12.63	YLL009C
Scer_12.81	Spar_12.64	YLL008W
Scer_12.82	Spar_12.65	YLL007C
